id1 id2 length score length2 e_value identities gaps strand
SRR3452950.26966 26966 488 93.5 50 1e-18 56/59 0/59 Plus/Minus
SRR3452950.25462 25462 525 93.5 50 1e-18 56/59 0/59 Plus/Minus
SRR3452950.20216 20216 524 93.5 50 1e-18 56/59 0/59 Plus/Minus
SRR3452950.19886 19886 518 93.5 50 1e-18 55/57 2/57 Plus/Minus
SRR3452950.18174 18174 525 93.5 50 1e-18 56/59 0/59 Plus/Minus
SRR3452950.17602 17602 523 93.5 50 1e-18 55/57 2/57 Plus/Minus
SRR3452950.12076 12076 523 93.5 50 1e-18 56/59 0/59 Plus/Minus
SRR3452950.10422 10422 524 93.5 50 1e-18 55/57 2/57 Plus/Minus
SRR3452950.7635 7635 525 93.5 50 1e-18 56/59 0/59 Plus/Minus
SRR3452950.7607 7607 525 93.5 50 1e-18 58/62 0/62 Plus/Minus
SRR3452950.7268 7268 525 93.5 50 1e-18 56/59 0/59 Plus/Minus
SRR3452950.6625 6625 525 93.5 50 1e-18 56/59 0/59 Plus/Minus
SRR3452950.5020 5020 520 93.5 50 1e-18 55/57 2/57 Plus/Minus
SRR3452950.4987 4987 508 93.5 50 1e-18 65/72 2/72 Plus/Minus
SRR3452950.4941 4941 517 93.5 50 1e-18 55/57 2/57 Plus/Minus
SRR3452950.4736 4736 524 93.5 50 1e-18 56/59 0/59 Plus/Minus
SRR3452950.1859 1859 498 93.5 50 1e-18 65/72 2/72 Plus/Minus
SRR3452950.1079 1079 521 93.5 50 1e-18 55/57 2/57 Plus/Minus
SRR3452950.50026 50026 525 91.6 49 4e-18 55/58 0/58 Plus/Minus
SRR3452950.47647 47647 528 91.6 49 4e-18 55/58 0/58 Plus/Minus
SRR3452950.45364 45364 504 91.6 49 4e-18 64/71 2/71 Plus/Minus
SRR3452950.44440 44440 522 91.6 49 4e-18 55/58 0/58 Plus/Minus
SRR3452950.43830 43830 517 91.6 49 4e-18 64/71 2/71 Plus/Minus
SRR3452950.38922 38922 513 91.6 49 4e-18 64/71 2/71 Plus/Minus
SRR3452950.38826 38826 514 91.6 49 4e-18 54/56 2/56 Plus/Minus
SRR3452950.35007 35007 475 91.6 49 4e-18 55/58 0/58 Plus/Minus
SRR3452950.34448 34448 488 91.6 49 4e-18 64/71 2/71 Plus/Minus
SRR3452950.34327 34327 421 91.6 49 4e-18 58/62 1/62 Plus/Minus
SRR3452950.30192 30192 526 91.6 49 4e-18 57/61 0/61 Plus/Minus
SRR3452950.29348 29348 513 91.6 49 4e-18 55/58 0/58 Plus/Minus
SRR3452950.27099 27099 525 91.6 49 4e-18 55/58 0/58 Plus/Minus
SRR3452950.26896 26896 519 91.6 49 4e-18 54/56 2/56 Plus/Minus
SRR3452950.26835 26835 511 91.6 49 4e-18 55/58 0/58 Plus/Minus
SRR3452950.25766 25766 524 91.6 49 4e-18 55/58 0/58 Plus/Minus
SRR3452950.24072 24072 524 91.6 49 4e-18 55/58 0/58 Plus/Minus
SRR3452950.20162 20162 516 91.6 49 4e-18 54/56 2/56 Plus/Minus
SRR3452950.19275 19275 516 91.6 49 4e-18 64/71 2/71 Plus/Minus
SRR3452950.18620 18620 440 91.6 49 4e-18 55/58 0/58 Plus/Minus
SRR3452950.17199 17199 525 91.6 49 4e-18 55/58 0/58 Plus/Minus
SRR3452950.14897 14897 525 91.6 49 4e-18 55/58 0/58 Plus/Minus
SRR3452950.14429 14429 525 91.6 49 4e-18 55/58 0/58 Plus/Minus
SRR3452950.13623 13623 525 91.6 49 4e-18 55/58 0/58 Plus/Minus
SRR3452950.12052 12052 519 91.6 49 4e-18 55/58 0/58 Plus/Minus
SRR3452950.10338 10338 524 91.6 49 4e-18 55/58 0/58 Plus/Minus
SRR3452950.9939 9939 524 91.6 49 4e-18 55/58 0/58 Plus/Minus
SRR3452950.9050 9050 497 91.6 49 4e-18 55/58 0/58 Plus/Minus
SRR3452950.7843 7843 523 91.6 49 4e-18 55/58 0/58 Plus/Minus
SRR3452950.7477 7477 526 91.6 49 4e-18 57/61 0/61 Plus/Minus
SRR3452950.7212 7212 489 91.6 49 4e-18 55/58 0/58 Plus/Minus
SRR3452950.6475 6475 516 91.6 49 4e-18 64/71 2/71 Plus/Minus
SRR3452950.5292 5292 514 91.6 49 4e-18 54/56 2/56 Plus/Minus
SRR3452950.4470 4470 489 91.6 49 4e-18 55/58 0/58 Plus/Minus
SRR3452950.50147 50147 524 89.8 48 2e-17 56/60 0/60 Plus/Minus
SRR3452950.38237 38237 503 89.8 48 2e-17 56/60 0/60 Plus/Minus
SRR3452950.32003 32003 438 89.8 48 2e-17 56/60 0/60 Plus/Minus
SRR3452950.11177 11177 526 89.8 48 2e-17 56/60 0/60 Plus/Minus
SRR3452950.8694 8694 525 89.8 48 2e-17 54/57 0/57 Plus/Minus
SRR3452950.7222 7222 532 89.8 48 2e-17 54/57 0/57 Plus/Minus
SRR3452950.1821 1821 502 89.8 48 2e-17 63/70 2/70 Plus/Minus
SRR3452950.47117 47117 517 87.9 47 5e-17 64/72 2/72 Plus/Minus
SRR3452950.46388 46388 524 87.9 47 5e-17 55/59 0/59 Plus/Minus
SRR3452950.43284 43284 516 87.9 47 5e-17 62/69 2/69 Plus/Minus
SRR3452950.39582 39582 524 87.9 47 5e-17 55/59 0/59 Plus/Minus
SRR3452950.39069 39069 524 87.9 47 5e-17 54/57 2/57 Plus/Minus
SRR3452950.38357 38357 521 87.9 47 5e-17 54/57 2/57 Plus/Minus
SRR3452950.35240 35240 481 87.9 47 5e-17 53/56 0/56 Plus/Minus
SRR3452950.33106 33106 529 87.9 47 5e-17 55/59 0/59 Plus/Minus
SRR3452950.32738 32738 520 87.9 47 5e-17 55/58 3/58 Plus/Minus
SRR3452950.30670 30670 523 87.9 47 5e-17 55/59 0/59 Plus/Minus
SRR3452950.28630 28630 525 87.9 47 5e-17 55/59 0/59 Plus/Minus
SRR3452950.21080 21080 503 87.9 47 5e-17 55/59 0/59 Plus/Minus
SRR3452950.21049 21049 528 87.9 47 5e-17 55/59 0/59 Plus/Minus
SRR3452950.20830 20830 533 87.9 47 5e-17 53/56 0/56 Plus/Minus
SRR3452950.10093 10093 521 87.9 47 5e-17 55/59 0/59 Plus/Minus
SRR3452950.8451 8451 524 87.9 47 5e-17 55/59 0/59 Plus/Minus
SRR3452950.3772 3772 522 87.9 47 5e-17 55/59 0/59 Plus/Minus
SRR3452950.3069 3069 522 87.9 47 5e-17 55/59 0/59 Plus/Minus
SRR3452950.50472 50472 537 86.1 46 2e-16 51/53 2/53 Plus/Minus
SRR3452950.49876 49876 538 86.1 46 2e-16 53/56 2/56 Plus/Minus
SRR3452950.49435 49435 498 86.1 46 2e-16 54/58 0/58 Plus/Minus
SRR3452950.47825 47825 500 86.1 46 2e-16 54/58 0/58 Plus/Minus
SRR3452950.47570 47570 479 86.1 46 2e-16 54/58 0/58 Plus/Minus
SRR3452950.47070 47070 500 86.1 46 2e-16 52/55 0/55 Plus/Minus
SRR3452950.46035 46035 537 86.1 46 2e-16 51/53 2/53 Plus/Minus
SRR3452950.45714 45714 537 86.1 46 2e-16 51/53 2/53 Plus/Minus
SRR3452950.44943 44943 511 86.1 46 2e-16 54/58 0/58 Plus/Minus
SRR3452950.43803 43803 537 86.1 46 2e-16 51/53 2/53 Plus/Minus
SRR3452950.42758 42758 537 86.1 46 2e-16 51/53 2/53 Plus/Minus
SRR3452950.42747 42747 537 86.1 46 2e-16 51/53 2/53 Plus/Minus
SRR3452950.41866 41866 496 86.1 46 2e-16 54/58 0/58 Plus/Minus
SRR3452950.38573 38573 529 86.1 46 2e-16 54/58 0/58 Plus/Minus
SRR3452950.37631 37631 537 86.1 46 2e-16 51/53 2/53 Plus/Minus
SRR3452950.37565 37565 527 86.1 46 2e-16 54/58 0/58 Plus/Minus
SRR3452950.34345 34345 537 86.1 46 2e-16 51/53 2/53 Plus/Minus
SRR3452950.31512 31512 473 86.1 46 2e-16 64/72 3/72 Plus/Minus
SRR3452950.30644 30644 537 86.1 46 2e-16 51/53 2/53 Plus/Minus
SRR3452950.29713 29713 519 86.1 46 2e-16 54/58 0/58 Plus/Minus
SRR3452950.28956 28956 489 86.1 46 2e-16 54/58 0/58 Plus/Minus
SRR3452950.27465 27465 525 86.1 46 2e-16 54/58 0/58 Plus/Minus
SRR3452950.27071 27071 537 86.1 46 2e-16 51/53 2/53 Plus/Minus
SRR3452950.26143 26143 524 86.1 46 2e-16 54/58 0/58 Plus/Minus
SRR3452950.25108 25108 537 86.1 46 2e-16 51/53 2/53 Plus/Minus
SRR3452950.25017 25017 524 86.1 46 2e-16 54/58 0/58 Plus/Minus
SRR3452950.24511 24511 537 86.1 46 2e-16 51/53 2/53 Plus/Minus
SRR3452950.22382 22382 494 86.1 46 2e-16 54/58 0/58 Plus/Minus
SRR3452950.20896 20896 537 86.1 46 2e-16 51/53 2/53 Plus/Minus
SRR3452950.20816 20816 537 86.1 46 2e-16 51/53 2/53 Plus/Minus
SRR3452950.20677 20677 525 86.1 46 2e-16 54/58 0/58 Plus/Minus
SRR3452950.19785 19785 537 86.1 46 2e-16 51/53 2/53 Plus/Minus
SRR3452950.19654 19654 527 86.1 46 2e-16 51/53 2/53 Plus/Minus
SRR3452950.19016 19016 537 86.1 46 2e-16 51/53 2/53 Plus/Minus
SRR3452950.17614 17614 537 86.1 46 2e-16 51/53 2/53 Plus/Minus
SRR3452950.17387 17387 537 86.1 46 2e-16 51/53 2/53 Plus/Minus
SRR3452950.16979 16979 514 86.1 46 2e-16 54/58 0/58 Plus/Minus
SRR3452950.16732 16732 537 86.1 46 2e-16 51/53 2/53 Plus/Minus
SRR3452950.16054 16054 526 86.1 46 2e-16 56/61 0/61 Plus/Minus
SRR3452950.13450 13450 533 86.1 46 2e-16 51/53 2/53 Plus/Minus
SRR3452950.12818 12818 516 86.1 46 2e-16 51/53 2/53 Plus/Minus
SRR3452950.12339 12339 537 86.1 46 2e-16 51/53 2/53 Plus/Minus
SRR3452950.10726 10726 537 86.1 46 2e-16 51/53 2/53 Plus/Minus
SRR3452950.10465 10465 537 86.1 46 2e-16 51/53 2/53 Plus/Minus
SRR3452950.10047 10047 537 86.1 46 2e-16 51/53 2/53 Plus/Minus
SRR3452950.9356 9356 501 86.1 46 2e-16 54/58 0/58 Plus/Minus
SRR3452950.9183 9183 537 86.1 46 2e-16 51/53 2/53 Plus/Minus
SRR3452950.8631 8631 537 86.1 46 2e-16 51/53 2/53 Plus/Minus
SRR3452950.7356 7356 527 86.1 46 2e-16 52/55 0/55 Plus/Minus
SRR3452950.7328 7328 537 86.1 46 2e-16 51/53 2/53 Plus/Minus
SRR3452950.6454 6454 537 86.1 46 2e-16 51/53 2/53 Plus/Minus
SRR3452950.6226 6226 527 86.1 46 2e-16 54/58 0/58 Plus/Minus
SRR3452950.5804 5804 537 86.1 46 2e-16 51/53 2/53 Plus/Minus
SRR3452950.5212 5212 500 86.1 46 2e-16 61/68 2/68 Plus/Minus
SRR3452950.5018 5018 523 86.1 46 2e-16 54/58 0/58 Plus/Minus
SRR3452950.4995 4995 525 86.1 46 2e-16 54/58 0/58 Plus/Minus
SRR3452950.4833 4833 527 86.1 46 2e-16 51/53 2/53 Plus/Minus
SRR3452950.4620 4620 537 86.1 46 2e-16 51/53 2/53 Plus/Minus
SRR3452950.4451 4451 537 86.1 46 2e-16 51/53 2/53 Plus/Minus
SRR3452950.4331 4331 496 86.1 46 2e-16 54/58 0/58 Plus/Minus
SRR3452950.3138 3138 537 86.1 46 2e-16 51/53 2/53 Plus/Minus
SRR3452950.2191 2191 537 86.1 46 2e-16 51/53 2/53 Plus/Minus
SRR3452950.1288 1288 539 86.1 46 2e-16 51/53 2/53 Plus/Minus
SRR3452950.51501 51501 535 84.2 45 7e-16 51/54 0/54 Plus/Minus
SRR3452950.50191 50191 536 84.2 45 7e-16 50/52 2/52 Plus/Minus
SRR3452950.46894 46894 539 84.2 45 7e-16 50/52 2/52 Plus/Minus
SRR3452950.44669 44669 523 84.2 45 7e-16 51/54 0/54 Plus/Minus
SRR3452950.43416 43416 527 84.2 45 7e-16 55/60 0/60 Plus/Minus
SRR3452950.41227 41227 536 84.2 45 7e-16 50/52 2/52 Plus/Minus
SRR3452950.40116 40116 533 84.2 45 7e-16 50/52 2/52 Plus/Minus
SRR3452950.40086 40086 523 84.2 45 7e-16 47/48 0/48 Plus/Minus
SRR3452950.39974 39974 526 84.2 45 7e-16 55/60 0/60 Plus/Minus
SRR3452950.39045 39045 527 84.2 45 7e-16 55/60 0/60 Plus/Minus
SRR3452950.37499 37499 536 84.2 45 7e-16 50/52 2/52 Plus/Minus
SRR3452950.29391 29391 537 84.2 45 7e-16 50/52 2/52 Plus/Minus
SRR3452950.27473 27473 493 84.2 45 7e-16 53/57 0/57 Plus/Minus
SRR3452950.26661 26661 536 84.2 45 7e-16 50/52 2/52 Plus/Minus
SRR3452950.25393 25393 519 84.2 45 7e-16 62/70 2/70 Plus/Minus
SRR3452950.22472 22472 510 84.2 45 7e-16 53/57 0/57 Plus/Minus
SRR3452950.20689 20689 513 84.2 45 7e-16 50/52 2/52 Plus/Minus
SRR3452950.20355 20355 538 84.2 45 7e-16 50/52 2/52 Plus/Minus
SRR3452950.14592 14592 505 84.2 45 7e-16 60/67 2/67 Plus/Minus
SRR3452950.10086 10086 533 84.2 45 7e-16 50/52 2/52 Plus/Minus
SRR3452950.7374 7374 503 84.2 45 7e-16 50/52 2/52 Plus/Minus
SRR3452950.6452 6452 536 84.2 45 7e-16 50/52 2/52 Plus/Minus
SRR3452950.5954 5954 536 84.2 45 7e-16 50/52 2/52 Plus/Minus
SRR3452950.4567 4567 537 84.2 45 7e-16 50/52 2/52 Plus/Minus
SRR3452950.51693 51693 525 82.4 44 3e-15 51/54 2/54 Plus/Minus
SRR3452950.51552 51552 537 82.4 44 3e-15 49/51 2/51 Plus/Minus
SRR3452950.46503 46503 510 82.4 44 3e-15 49/51 2/51 Plus/Minus
SRR3452950.44110 44110 538 82.4 44 3e-15 49/51 2/51 Plus/Minus
SRR3452950.44063 44063 525 82.4 44 3e-15 54/59 0/59 Plus/Minus
SRR3452950.43579 43579 538 82.4 44 3e-15 49/51 2/51 Plus/Minus
SRR3452950.42046 42046 526 82.4 44 3e-15 51/54 2/54 Plus/Minus
SRR3452950.41239 41239 527 82.4 44 3e-15 51/54 2/54 Plus/Minus
SRR3452950.39835 39835 498 82.4 44 3e-15 59/66 2/66 Plus/Minus
SRR3452950.39832 39832 537 82.4 44 3e-15 49/51 2/51 Plus/Minus
SRR3452950.39693 39693 535 82.4 44 3e-15 49/51 2/51 Plus/Minus
SRR3452950.38699 38699 537 82.4 44 3e-15 49/51 2/51 Plus/Minus
SRR3452950.38446 38446 537 82.4 44 3e-15 49/51 2/51 Plus/Minus
SRR3452950.35913 35913 525 82.4 44 3e-15 51/54 2/54 Plus/Minus
SRR3452950.33439 33439 535 82.4 44 3e-15 49/51 2/51 Plus/Minus
SRR3452950.31170 31170 487 82.4 44 3e-15 49/51 2/51 Plus/Minus
SRR3452950.25991 25991 525 82.4 44 3e-15 55/60 2/60 Plus/Minus
SRR3452950.24522 24522 536 82.4 44 3e-15 63/72 2/72 Plus/Minus
SRR3452950.24405 24405 524 82.4 44 3e-15 54/59 0/59 Plus/Minus
SRR3452950.23761 23761 537 82.4 44 3e-15 49/51 2/51 Plus/Minus
SRR3452950.22696 22696 537 82.4 44 3e-15 49/51 2/51 Plus/Minus
SRR3452950.21249 21249 513 82.4 44 3e-15 57/63 1/63 Plus/Minus
SRR3452950.21019 21019 503 82.4 44 3e-15 54/59 0/59 Plus/Minus
SRR3452950.14765 14765 526 82.4 44 3e-15 51/54 2/54 Plus/Minus
SRR3452950.13443 13443 535 82.4 44 3e-15 49/51 2/51 Plus/Minus
SRR3452950.12679 12679 499 82.4 44 3e-15 46/47 0/47 Plus/Minus
SRR3452950.11294 11294 537 82.4 44 3e-15 49/51 2/51 Plus/Minus
SRR3452950.10835 10835 537 82.4 44 3e-15 49/51 2/51 Plus/Minus
SRR3452950.10746 10746 511 82.4 44 3e-15 49/51 2/51 Plus/Minus
SRR3452950.8853 8853 468 82.4 44 3e-15 51/54 2/54 Plus/Minus
SRR3452950.4647 4647 536 82.4 44 3e-15 49/51 2/51 Plus/Minus
SRR3452950.4405 4405 512 82.4 44 3e-15 50/53 0/53 Plus/Minus
SRR3452950.3481 3481 530 82.4 44 3e-15 49/51 2/51 Plus/Minus
SRR3452950.2210 2210 536 82.4 44 3e-15 49/51 2/51 Plus/Minus
SRR3452950.1694 1694 537 82.4 44 3e-15 49/51 2/51 Plus/Minus
SRR3452950.50984 50984 536 80.5 43 9e-15 48/50 2/50 Plus/Minus
SRR3452950.50874 50874 537 80.5 43 9e-15 48/50 2/50 Plus/Minus
SRR3452950.50856 50856 536 80.5 43 9e-15 48/50 2/50 Plus/Minus
SRR3452950.50819 50819 523 80.5 43 9e-15 48/50 2/50 Plus/Minus
SRR3452950.50405 50405 534 80.5 43 9e-15 48/50 2/50 Plus/Minus
SRR3452950.50333 50333 537 80.5 43 9e-15 60/67 5/67 Plus/Minus
SRR3452950.50073 50073 533 80.5 43 9e-15 48/50 2/50 Plus/Minus
SRR3452950.46118 46118 490 80.5 43 9e-15 50/53 2/53 Plus/Minus
SRR3452950.45230 45230 537 80.5 43 9e-15 50/53 2/53 Plus/Minus
SRR3452950.44549 44549 537 80.5 43 9e-15 48/50 2/50 Plus/Minus
SRR3452950.43877 43877 536 80.5 43 9e-15 48/50 2/50 Plus/Minus
SRR3452950.43734 43734 536 80.5 43 9e-15 48/50 2/50 Plus/Minus
SRR3452950.43110 43110 525 80.5 43 9e-15 48/50 2/50 Plus/Minus
SRR3452950.42316 42316 523 80.5 43 9e-15 53/58 0/58 Plus/Minus
SRR3452950.41539 41539 524 80.5 43 9e-15 50/53 2/53 Plus/Minus
SRR3452950.41339 41339 527 80.5 43 9e-15 50/53 2/53 Plus/Minus
SRR3452950.39372 39372 525 80.5 43 9e-15 50/53 2/53 Plus/Minus
SRR3452950.38987 38987 536 80.5 43 9e-15 48/50 2/50 Plus/Minus
SRR3452950.38910 38910 536 80.5 43 9e-15 48/50 2/50 Plus/Minus
SRR3452950.38156 38156 513 80.5 43 9e-15 50/53 2/53 Plus/Minus
SRR3452950.37772 37772 525 80.5 43 9e-15 53/58 0/58 Plus/Minus
SRR3452950.36525 36525 524 80.5 43 9e-15 60/67 5/67 Plus/Minus
SRR3452950.36272 36272 536 80.5 43 9e-15 48/50 2/50 Plus/Minus
SRR3452950.35956 35956 526 80.5 43 9e-15 50/53 2/53 Plus/Minus
SRR3452950.35338 35338 526 80.5 43 9e-15 55/61 0/61 Plus/Minus
SRR3452950.33974 33974 536 80.5 43 9e-15 48/50 2/50 Plus/Minus
SRR3452950.32735 32735 516 80.5 43 9e-15 60/68 2/68 Plus/Minus
SRR3452950.32602 32602 522 80.5 43 9e-15 54/59 1/59 Plus/Minus
SRR5712781.42071 42071 559 115 62 3e-25 70/73 3/73 Plus/Plus
SRR5712781.29544 29544 559 111 60 4e-24 65/67 1/67 Plus/Plus
SRR5712781.8910 8910 560 110 59 1e-23 61/62 0/62 Plus/Plus
SRR5712781.36837 36837 560 108 58 5e-23 60/61 0/61 Plus/Plus
SRR5712781.17147 17147 560 108 58 5e-23 65/68 1/68 Plus/Plus
SRR5712781.41587 41587 559 106 57 2e-22 74/82 2/82 Plus/Plus
SRR5712781.20467 20467 560 106 57 2e-22 62/64 2/64 Plus/Plus
SRR5712781.20346 20346 560 106 57 2e-22 59/60 0/60 Plus/Plus
SRR5712781.17781 17781 559 106 57 2e-22 65/68 3/68 Plus/Plus
SRR5712781.12032 12032 559 106 57 2e-22 64/67 1/67 Plus/Plus
SRR5712781.3640 3640 560 106 57 2e-22 61/63 0/63 Plus/Plus
SRR5712781.34897 34897 560 104 56 6e-22 62/65 0/65 Plus/Plus
SRR5712781.34203 34203 560 104 56 6e-22 58/59 0/59 Plus/Plus
SRR5712781.25224 25224 557 104 56 6e-22 66/70 3/70 Plus/Plus
SRR5712781.20746 20746 560 104 56 6e-22 61/63 2/63 Plus/Plus
SRR5712781.45586 45586 558 102 55 2e-21 59/61 0/61 Plus/Plus
SRR5712781.40530 40530 559 102 55 2e-21 59/61 0/61 Plus/Plus
SRR5712781.40084 40084 560 102 55 2e-21 61/64 0/64 Plus/Plus
SRR5712781.35463 35463 560 102 55 2e-21 59/61 0/61 Plus/Plus
SRR5712781.35283 35283 560 102 55 2e-21 63/67 0/67 Plus/Plus
SRR5712781.33456 33456 560 102 55 2e-21 60/62 2/62 Plus/Plus
SRR5712781.31315 31315 558 102 55 2e-21 63/67 0/67 Plus/Plus
SRR5712781.29010 29010 560 102 55 2e-21 57/58 0/58 Plus/Plus
SRR5712781.27722 27722 559 102 55 2e-21 59/61 0/61 Plus/Plus
SRR5712781.26928 26928 560 102 55 2e-21 61/64 0/64 Plus/Plus
SRR5712781.24739 24739 560 102 55 2e-21 62/65 1/65 Plus/Plus
SRR5712781.24550 24550 559 102 55 2e-21 61/64 0/64 Plus/Plus
SRR5712781.19139 19139 559 102 55 2e-21 61/64 0/64 Plus/Plus
SRR5712781.17110 17110 560 102 55 2e-21 61/64 0/64 Plus/Plus
SRR5712781.14157 14157 559 102 55 2e-21 59/61 0/61 Plus/Plus
SRR5712781.14038 14038 560 102 55 2e-21 61/64 0/64 Plus/Plus
SRR5712781.13340 13340 559 102 55 2e-21 60/62 2/62 Plus/Plus
SRR5712781.9900 9900 559 102 55 2e-21 61/64 0/64 Plus/Plus
SRR5712781.9496 9496 559 102 55 2e-21 57/58 0/58 Plus/Plus
SRR5712781.9340 9340 560 102 55 2e-21 59/61 0/61 Plus/Plus
SRR5712781.9042 9042 560 102 55 2e-21 57/58 0/58 Plus/Plus
SRR5712781.8100 8100 560 102 55 2e-21 61/64 0/64 Plus/Plus
SRR5712781.5558 5558 560 102 55 2e-21 60/62 2/62 Plus/Plus
SRR5712781.5483 5483 559 102 55 2e-21 62/65 2/65 Plus/Plus
SRR5712781.4696 4696 559 102 55 2e-21 59/61 0/61 Plus/Plus
SRR5712781.4140 4140 560 102 55 2e-21 59/61 0/61 Plus/Plus
SRR5712781.4104 4104 559 102 55 2e-21 62/65 2/65 Plus/Plus
SRR5712781.3795 3795 560 102 55 2e-21 59/61 0/61 Plus/Plus
SRR5712781.2635 2635 559 102 55 2e-21 63/67 0/67 Plus/Plus
SRR5712781.39 39 559 102 55 2e-21 59/61 0/61 Plus/Plus
SRR5712781.46367 46367 559 100 54 8e-21 58/60 0/60 Plus/Plus
SRR5712781.46058 46058 559 100 54 8e-21 58/60 0/60 Plus/Plus
SRR5712781.45382 45382 557 100 54 8e-21 59/61 2/61 Plus/Plus
SRR5712781.45157 45157 559 100 54 8e-21 62/66 0/66 Plus/Plus
SRR5712781.43926 43926 560 100 54 8e-21 56/57 0/57 Plus/Plus
SRR5712781.43445 43445 559 100 54 8e-21 58/60 0/60 Plus/Plus
SRR5712781.42804 42804 558 100 54 8e-21 58/60 0/60 Plus/Plus
SRR5712781.42542 42542 557 100 54 8e-21 61/64 2/64 Plus/Plus
SRR5712781.42467 42467 559 100 54 8e-21 60/63 0/63 Plus/Plus
SRR5712781.42434 42434 558 100 54 8e-21 60/63 0/63 Plus/Plus
SRR5712781.42031 42031 559 100 54 8e-21 70/77 4/77 Plus/Plus
SRR5712781.40459 40459 560 100 54 8e-21 58/60 0/60 Plus/Plus
SRR5712781.40439 40439 559 100 54 8e-21 58/60 0/60 Plus/Plus
SRR5712781.40246 40246 560 100 54 8e-21 59/61 2/61 Plus/Plus
SRR5712781.40134 40134 559 100 54 8e-21 60/63 0/63 Plus/Plus
SRR5712781.39835 39835 560 100 54 8e-21 59/61 2/61 Plus/Plus
SRR5712781.36528 36528 560 100 54 8e-21 56/57 0/57 Plus/Plus
SRR5712781.34048 34048 559 100 54 8e-21 58/60 0/60 Plus/Plus
SRR5712781.33825 33825 560 100 54 8e-21 60/63 0/63 Plus/Plus
SRR5712781.33152 33152 560 100 54 8e-21 60/63 0/63 Plus/Plus
SRR5712781.31608 31608 557 100 54 8e-21 59/61 2/61 Plus/Plus
SRR5712781.30740 30740 560 78.7 42 4e-14 46/48 0/48 Plus/Minus
SRR5712781.30739 30739 560 100 54 8e-21 58/60 0/60 Plus/Plus
SRR5712781.30257 30257 560 100 54 8e-21 63/67 2/67 Plus/Plus
SRR5712781.27855 27855 560 100 54 8e-21 58/60 0/60 Plus/Plus
SRR5712781.27138 27138 560 100 54 8e-21 59/61 2/61 Plus/Plus
SRR5712781.26051 26051 559 100 54 8e-21 58/60 0/60 Plus/Plus
SRR5712781.25745 25745 560 100 54 8e-21 60/63 0/63 Plus/Plus
SRR5712781.25379 25379 559 100 54 8e-21 58/60 0/60 Plus/Plus
SRR5712781.24977 24977 559 100 54 8e-21 59/61 2/61 Plus/Plus
SRR5712781.24880 24880 558 100 54 8e-21 58/60 0/60 Plus/Plus
SRR5712781.24120 24120 559 100 54 8e-21 60/63 0/63 Plus/Plus
SRR5712781.23555 23555 557 100 54 8e-21 59/61 2/61 Plus/Plus
SRR5712781.23393 23393 560 100 54 8e-21 60/63 0/63 Plus/Plus
SRR5712781.23351 23351 559 100 54 8e-21 59/61 2/61 Plus/Plus
SRR5712781.23325 23325 559 100 54 8e-21 60/63 0/63 Plus/Plus
SRR5712781.23214 23214 559 100 54 8e-21 58/60 0/60 Plus/Plus
SRR5712781.22420 22420 559 100 54 8e-21 58/60 0/60 Plus/Plus
SRR5712781.21951 21951 560 100 54 8e-21 60/63 0/63 Plus/Plus
SRR5712781.21212 21212 559 100 54 8e-21 56/57 0/57 Plus/Plus
SRR5712781.20769 20769 560 100 54 8e-21 59/61 2/61 Plus/Plus
SRR5712781.20097 20097 560 100 54 8e-21 58/60 0/60 Plus/Plus
SRR5712781.19556 19556 559 100 54 8e-21 58/60 0/60 Plus/Plus
SRR5712781.17784 17784 559 100 54 8e-21 63/67 1/67 Plus/Plus
SRR5712781.17428 17428 558 100 54 8e-21 59/61 2/61 Plus/Plus
SRR5712781.17398 17398 560 100 54 8e-21 59/61 2/61 Plus/Plus
SRR5712781.17204 17204 560 100 54 8e-21 63/67 1/67 Plus/Plus
SRR5712781.16849 16849 560 100 54 8e-21 58/60 0/60 Plus/Plus
SRR5712781.16309 16309 559 100 54 8e-21 56/57 0/57 Plus/Plus
SRR5712781.16308 16308 559 100 54 8e-21 56/57 0/57 Plus/Plus
SRR5712781.16291 16291 559 100 54 8e-21 63/67 1/67 Plus/Plus
SRR5712781.16030 16030 560 100 54 8e-21 58/60 0/60 Plus/Plus
SRR5712781.15566 15566 558 100 54 8e-21 58/60 0/60 Plus/Plus
SRR5712781.15484 15484 559 100 54 8e-21 64/68 3/68 Plus/Plus
SRR5712781.14634 14634 560 100 54 8e-21 58/60 0/60 Plus/Plus
SRR5712781.14025 14025 560 100 54 8e-21 58/60 0/60 Plus/Plus
SRR5712781.12296 12296 560 100 54 8e-21 58/60 0/60 Plus/Plus
SRR5712781.12281 12281 559 100 54 8e-21 60/63 0/63 Plus/Plus
SRR5712781.11941 11941 560 100 54 8e-21 60/63 0/63 Plus/Plus
SRR5712781.11588 11588 559 100 54 8e-21 63/67 1/67 Plus/Plus
SRR5712781.11586 11586 559 100 54 8e-21 63/67 1/67 Plus/Plus
SRR5712781.11392 11392 559 100 54 8e-21 58/60 0/60 Plus/Plus
SRR5712781.11075 11075 559 100 54 8e-21 58/60 0/60 Plus/Plus
SRR5712781.10254 10254 559 100 54 8e-21 58/60 0/60 Plus/Plus
SRR5712781.10252 10252 559 80.5 43 1e-14 47/49 0/49 Plus/Minus
SRR5712781.8894 8894 559 100 54 8e-21 56/57 0/57 Plus/Plus
